feature,iv,useful
V62_isna_missing_flag,0.0,False
V62_clip_low_missing_flag,0.0,False
V62_clip_high_missing_flag,0.0,False
V62_missing_flag,0.0,False
V63_isna_missing_flag,0.0,False
V63_clip_low_missing_flag,0.0,False
V63_clip_high_missing_flag,0.0,False
V63_missing_flag,0.0,False
V64_isna_missing_flag,0.0,False
V64_clip_low_missing_flag,0.0,False
V64_clip_high_missing_flag,0.0,False
V64_missing_flag,0.0,False
V65_isna_missing_flag,0.0,False
V65_clip_low_missing_flag,0.0,False
V65_clip_high_missing_flag,0.0,False
V65_missing_flag,0.0,False
V66_isna_missing_flag,0.0,False
V66_clip_low_missing_flag,0.0,False
V66_clip_high_missing_flag,0.0,False
V66_missing_flag,0.0,False
V67_isna_missing_flag,0.0,False
V67_clip_low_missing_flag,0.0,False
V67_clip_high_missing_flag,0.0,False
V67_missing_flag,0.0,False
V68_isna_missing_flag,0.0,False
V68_clip_low_missing_flag,0.0,False
V68_clip_high_missing_flag,0.0,False
V68_missing_flag,0.0,False
V69_isna_missing_flag,0.0,False
V69_clip_low_missing_flag,0.0,False
V69_clip_high_missing_flag,0.0,False
V69_missing_flag,0.0,False
V70_isna_missing_flag,0.0,False
V70_clip_low_missing_flag,0.0,False
V70_clip_high_missing_flag,0.0,False
V70_missing_flag,0.0,False
V71_isna_missing_flag,0.0,False
V71_clip_low_missing_flag,0.0,False
V71_clip_high_missing_flag,0.0,False
V71_missing_flag,0.0,False
V72_isna_missing_flag,0.0,False
V72_clip_low_missing_flag,0.0,False
V72_clip_high_missing_flag,0.0,False
V72_missing_flag,0.0,False
V73_isna_missing_flag,0.0,False
V73_clip_low_missing_flag,0.0,False
V73_clip_high_missing_flag,0.0,False
V73_missing_flag,0.0,False
V74_isna_missing_flag,0.0,False
V74_clip_low_missing_flag,0.0,False
V74_clip_high_missing_flag,0.0,False
V74_missing_flag,0.0,False
V75_isna_missing_flag,0.0,False
V75_clip_low_missing_flag,0.0,False
V75_clip_high_missing_flag,0.0,False
V75_missing_flag,0.0,False
V76_isna_missing_flag,0.0,False
V76_clip_low_missing_flag,0.0,False
V76_clip_high_missing_flag,0.0,False
V76_missing_flag,0.0,False
V77_isna_missing_flag,0.0,False
V77_clip_low_missing_flag,0.0,False
V77_clip_high_missing_flag,0.0,False
V77_missing_flag,0.0,False
V78_isna_missing_flag,0.0,False
V78_clip_low_missing_flag,0.0,False
V78_clip_high_missing_flag,0.0,False
V78_missing_flag,0.0,False
V79_isna_missing_flag,0.0,False
V79_clip_low_missing_flag,0.0,False
V79_clip_high_missing_flag,0.0,False
V79_missing_flag,0.0,False
V80_isna_missing_flag,0.0,False
V80_clip_low_missing_flag,0.0,False
V80_clip_high_missing_flag,0.0,False
V80_missing_flag,0.0,False
V81_isna_missing_flag,0.0,False
V81_clip_low_missing_flag,0.0,False
V81_clip_high_missing_flag,0.0,False
V81_missing_flag,0.0,False
V82_isna_missing_flag,0.0,False
V82_clip_low_missing_flag,0.0,False
V82_clip_high_missing_flag,0.0,False
V82_missing_flag,0.0,False
V83_isna_missing_flag,0.0,False
V83_clip_low_missing_flag,0.0,False
V83_clip_high_missing_flag,0.0,False
V83_missing_flag,0.0,False
V84_isna_missing_flag,0.0,False
V84_clip_low_missing_flag,0.0,False
V84_clip_high_missing_flag,0.0,False
V84_missing_flag,0.0,False
V85_isna_missing_flag,0.0,False
V85_clip_low_missing_flag,0.0,False
V85_clip_high_missing_flag,0.0,False
V85_missing_flag,0.0,False
V86_isna_missing_flag,0.0,False
V86_clip_low_missing_flag,0.0,False
V86_clip_high_missing_flag,0.0,False
V86_missing_flag,0.0,False
V87_isna_missing_flag,0.0,False
V87_clip_low_missing_flag,0.0,False
V87_clip_high_missing_flag,0.0,False
V87_missing_flag,0.0,False
V88_isna_missing_flag,0.0,False
V88_clip_low_missing_flag,0.0,False
V88_clip_high_missing_flag,0.0,False
V88_missing_flag,0.0,False
V89_isna_missing_flag,0.0,False
V89_clip_low_missing_flag,0.0,False
V89_clip_high_missing_flag,0.0,False
V89_missing_flag,0.0,False
V90_isna_missing_flag,0.0,False
V90_clip_low_missing_flag,0.0,False
V90_clip_high_missing_flag,0.0,False
V90_missing_flag,0.0,False
V91_isna_missing_flag,0.0,False
V91_clip_low_missing_flag,0.0,False
V91_clip_high_missing_flag,0.0,False
V91_missing_flag,0.0,False
V92_isna_missing_flag,0.0,False
V92_clip_low_missing_flag,0.0,False
V92_clip_high_missing_flag,0.0,False
V92_missing_flag,0.0,False
V93_isna_missing_flag,0.0,False
V93_clip_low_missing_flag,0.0,False
V93_clip_high_missing_flag,0.0,False
V93_missing_flag,0.0,False
V94_isna_missing_flag,0.0,False
V94_clip_low_missing_flag,0.0,False
V94_clip_high_missing_flag,0.0,False
V94_missing_flag,0.0,False
V95_isna_missing_flag,0.0,False
V95_clip_low_missing_flag,0.0,False
V95_clip_high_missing_flag,0.0,False
V95_missing_flag,0.0,False
V96_isna_missing_flag,0.0,False
V96_clip_low_missing_flag,0.0,False
V96_clip_high_missing_flag,0.0,False
V96_missing_flag,0.0,False
V97_isna_missing_flag,0.0,False
V97_clip_low_missing_flag,0.0,False
V97_clip_high_missing_flag,0.0,False
V97_missing_flag,0.0,False
V98_isna_missing_flag,0.0,False
V98_clip_low_missing_flag,0.0,False
V98_clip_high_missing_flag,0.0,False
V98_missing_flag,0.0,False
V99_isna_missing_flag,0.0,False
V99_clip_low_missing_flag,0.0,False
V99_clip_high_missing_flag,0.0,False
V99_missing_flag,0.0,False
V100_isna_missing_flag,0.0,False
V100_clip_low_missing_flag,0.0,False
V100_clip_high_missing_flag,0.0,False
V100_missing_flag,0.0,False
V101_isna_missing_flag,0.0,False
V101_clip_low_missing_flag,0.0,False
V101_clip_high_missing_flag,0.0,False
V101_missing_flag,0.0,False
V102_isna_missing_flag,0.0,False
V102_clip_low_missing_flag,0.0,False
V102_clip_high_missing_flag,0.0,False
V102_missing_flag,0.0,False
V103_isna_missing_flag,0.0,False
V103_clip_low_missing_flag,0.0,False
V103_clip_high_missing_flag,0.0,False
V103_missing_flag,0.0,False
V104_isna_missing_flag,0.0,False
V104_clip_low_missing_flag,0.0,False
V104_clip_high_missing_flag,0.0,False
V104_missing_flag,0.0,False
V105_isna_missing_flag,0.0,False
V105_clip_low_missing_flag,0.0,False
V105_clip_high_missing_flag,0.0,False
V105_missing_flag,0.0,False
V106_isna_missing_flag,0.0,False
V106_clip_low_missing_flag,0.0,False
V106_clip_high_missing_flag,0.0,False
V106_missing_flag,0.0,False
V107_isna_missing_flag,0.0,False
V107_clip_low_missing_flag,0.0,False
V107_clip_high_missing_flag,0.0,False
V107_missing_flag,0.0,False
V108_isna_missing_flag,0.0,False
V108_clip_low_missing_flag,0.0,False
V108_clip_high_missing_flag,0.0,False
V108_missing_flag,0.0,False
V109_isna_missing_flag,0.0,False
V109_clip_low_missing_flag,0.0,False
V109_clip_high_missing_flag,0.0,False
V109_missing_flag,0.0,False
V110_isna_missing_flag,0.0,False
V110_clip_low_missing_flag,0.0,False
V110_clip_high_missing_flag,0.0,False
V110_missing_flag,0.0,False
V111_isna_missing_flag,0.0,False
V111_clip_low_missing_flag,0.0,False
V111_clip_high_missing_flag,0.0,False
V111_missing_flag,0.0,False
V112_isna_missing_flag,0.0,False
V112_clip_low_missing_flag,0.0,False
V112_clip_high_missing_flag,0.0,False
V112_missing_flag,0.0,False
V113_isna_missing_flag,0.0,False
V113_clip_low_missing_flag,0.0,False
V113_clip_high_missing_flag,0.0,False
V113_missing_flag,0.0,False
V114_isna_missing_flag,0.0,False
V114_clip_low_missing_flag,0.0,False
V114_clip_high_missing_flag,0.0,False
V114_missing_flag,0.0,False
V115_isna_missing_flag,0.0,False
V115_clip_low_missing_flag,0.0,False
V115_clip_high_missing_flag,0.0,False
V115_missing_flag,0.0,False
V116_isna_missing_flag,0.0,False
V116_clip_low_missing_flag,0.0,False
V116_clip_high_missing_flag,0.0,False
V116_missing_flag,0.0,False
V117_isna_missing_flag,0.0,False
V117_clip_low_missing_flag,0.0,False
V117_clip_high_missing_flag,0.0,False
V117_missing_flag,0.0,False
V118_isna_missing_flag,0.0,False
V118_clip_low_missing_flag,0.0,False
V118_clip_high_missing_flag,0.0,False
V118_missing_flag,0.0,False
V119_isna_missing_flag,0.0,False
V119_clip_low_missing_flag,0.0,False
V119_clip_high_missing_flag,0.0,False
V119_missing_flag,0.0,False
V120_isna_missing_flag,0.0,False
V120_clip_low_missing_flag,0.0,False
V120_clip_high_missing_flag,0.0,False
V120_missing_flag,0.0,False
V121_isna_missing_flag,0.0,False
V121_clip_low_missing_flag,0.0,False
V121_clip_high_missing_flag,0.0,False
V121_missing_flag,0.0,False
V122_isna_missing_flag,0.0,False
V122_clip_low_missing_flag,0.0,False
V122_clip_high_missing_flag,0.0,False
V122_missing_flag,0.0,False
V123_isna_missing_flag,0.0,False
V123_clip_low_missing_flag,0.0,False
V123_clip_high_missing_flag,0.0,False
V123_missing_flag,0.0,False
V124_isna_missing_flag,0.0,False
V124_clip_low_missing_flag,0.0,False
V124_clip_high_missing_flag,0.0,False
V124_missing_flag,0.0,False
V125_isna_missing_flag,0.0,False
V125_clip_low_missing_flag,0.0,False
V125_clip_high_missing_flag,0.0,False
V125_missing_flag,0.0,False
V126_isna_missing_flag,0.0,False
V126_clip_low_missing_flag,0.0,False
V126_clip_high_missing_flag,0.0,False
V126_missing_flag,0.0,False
V127_isna_missing_flag,0.0,False
V127_clip_low_missing_flag,0.0,False
V127_clip_high_missing_flag,0.0,False
V127_missing_flag,0.0,False
V128_isna_missing_flag,0.0,False
V128_clip_low_missing_flag,0.0,False
V128_clip_high_missing_flag,0.0,False
V128_missing_flag,0.0,False
V129_isna_missing_flag,0.0,False
V129_clip_low_missing_flag,0.0,False
V129_clip_high_missing_flag,0.0,False
V129_missing_flag,0.0,False
V130_isna_missing_flag,0.0,False
V130_clip_low_missing_flag,0.0,False
V130_clip_high_missing_flag,0.0,False
V130_missing_flag,0.0,False
V131_isna_missing_flag,0.0,False
V131_clip_low_missing_flag,0.0,False
V131_clip_high_missing_flag,0.0,False
V131_missing_flag,0.0,False
V132_isna_missing_flag,0.0,False
V132_clip_low_missing_flag,0.0,False
V132_clip_high_missing_flag,0.0,False
V132_missing_flag,0.0,False
V133_isna_missing_flag,0.0,False
V133_clip_low_missing_flag,0.0,False
V133_clip_high_missing_flag,0.0,False
V133_missing_flag,0.0,False
V134_isna_missing_flag,0.0,False
V134_clip_low_missing_flag,0.0,False
V134_clip_high_missing_flag,0.0,False
V134_missing_flag,0.0,False
V135_isna_missing_flag,0.0,False
V135_clip_low_missing_flag,0.0,False
V135_clip_high_missing_flag,0.0,False
V135_missing_flag,0.0,False
V136_isna_missing_flag,0.0,False
V136_clip_low_missing_flag,0.0,False
V136_clip_high_missing_flag,0.0,False
V136_missing_flag,0.0,False
V137_isna_missing_flag,0.0,False
V137_clip_low_missing_flag,0.0,False
V137_clip_high_missing_flag,0.0,False
V137_missing_flag,0.0,False
V138_isna_missing_flag,0.0,False
V138_clip_low_missing_flag,0.0,False
V138_clip_high_missing_flag,0.0,False
V138_missing_flag,0.0,False
V139_isna_missing_flag,0.0,False
V139_clip_low_missing_flag,0.0,False
V139_clip_high_missing_flag,0.0,False
V139_missing_flag,0.0,False
V140_isna_missing_flag,0.0,False
V140_clip_low_missing_flag,0.0,False
V140_clip_high_missing_flag,0.0,False
V140_missing_flag,0.0,False
V141_isna_missing_flag,0.0,False
V141_clip_low_missing_flag,0.0,False
V141_clip_high_missing_flag,0.0,False
V141_missing_flag,0.0,False
V142_isna_missing_flag,0.0,False
V142_clip_low_missing_flag,0.0,False
V142_clip_high_missing_flag,0.0,False
V142_missing_flag,0.0,False
V143_isna_missing_flag,0.0,False
V143_clip_low_missing_flag,0.0,False
V143_clip_high_missing_flag,0.0,False
V143_missing_flag,0.0,False
V144_isna_missing_flag,0.0,False
V144_clip_low_missing_flag,0.0,False
V144_clip_high_missing_flag,0.0,False
V144_missing_flag,0.0,False
V145_isna_missing_flag,0.0,False
V145_clip_low_missing_flag,0.0,False
V145_clip_high_missing_flag,0.0,False
V145_missing_flag,0.0,False
V146_isna_missing_flag,0.0,False
V146_clip_low_missing_flag,0.0,False
V146_clip_high_missing_flag,0.0,False
V146_missing_flag,0.0,False
V147_isna_missing_flag,0.0,False
V147_clip_low_missing_flag,0.0,False
V147_clip_high_missing_flag,0.0,False
V147_missing_flag,0.0,False
V148_isna_missing_flag,0.0,False
V148_clip_low_missing_flag,0.0,False
V148_clip_high_missing_flag,0.0,False
V148_missing_flag,0.0,False
V149_isna_missing_flag,0.0,False
V149_clip_low_missing_flag,0.0,False
V149_clip_high_missing_flag,0.0,False
V149_missing_flag,0.0,False
V150_isna_missing_flag,0.0,False
V150_clip_low_missing_flag,0.0,False
V150_clip_high_missing_flag,0.0,False
V150_missing_flag,0.0,False
V151_isna_missing_flag,0.0,False
V151_clip_low_missing_flag,0.0,False
V151_clip_high_missing_flag,0.0,False
V151_missing_flag,0.0,False
V152_isna_missing_flag,0.0,False
V152_clip_low_missing_flag,0.0,False
V152_clip_high_missing_flag,0.0,False
V152_missing_flag,0.0,False
V153_isna_missing_flag,0.0,False
V153_clip_low_missing_flag,0.0,False
V153_clip_high_missing_flag,0.0,False
V153_missing_flag,0.0,False
V154_isna_missing_flag,0.0,False
V154_clip_low_missing_flag,0.0,False
V154_clip_high_missing_flag,0.0,False
V154_missing_flag,0.0,False
V155_isna_missing_flag,0.0,False
V155_clip_low_missing_flag,0.0,False
V155_clip_high_missing_flag,0.0,False
V155_missing_flag,0.0,False
V156_isna_missing_flag,0.0,False
V156_clip_low_missing_flag,0.0,False
V156_clip_high_missing_flag,0.0,False
V156_missing_flag,0.0,False
V157_isna_missing_flag,0.0,False
V157_clip_low_missing_flag,0.0,False
V157_clip_high_missing_flag,0.0,False
V157_missing_flag,0.0,False
V158_isna_missing_flag,0.0,False
V158_clip_low_missing_flag,0.0,False
V158_clip_high_missing_flag,0.0,False
V158_missing_flag,0.0,False
V159_isna_missing_flag,0.0,False
V159_clip_low_missing_flag,0.0,False
V159_clip_high_missing_flag,0.0,False
V159_missing_flag,0.0,False
V160_isna_missing_flag,0.0,False
V160_clip_low_missing_flag,0.0,False
V160_clip_high_missing_flag,0.0,False
V160_missing_flag,0.0,False
card1_dist1_std,0.0,False
V161_clip_low_missing_flag,0.0,False
V161_clip_high_missing_flag,0.0,False
V161_missing_flag,0.0,False
V162_isna_missing_flag,0.0,False
V162_clip_low_missing_flag,0.0,False
V162_clip_high_missing_flag,0.0,False
V162_missing_flag,0.0,False
V163_isna_missing_flag,0.0,False
V163_clip_low_missing_flag,0.0,False
V163_clip_high_missing_flag,0.0,False
V163_missing_flag,0.0,False
V164_isna_missing_flag,0.0,False
V164_clip_low_missing_flag,0.0,False
V164_clip_high_missing_flag,0.0,False
V164_missing_flag,0.0,False
V165_isna_missing_flag,0.0,False
V165_clip_low_missing_flag,0.0,False
V165_clip_high_missing_flag,0.0,False
V165_missing_flag,0.0,False
V166_isna_missing_flag,0.0,False
V166_clip_low_missing_flag,0.0,False
V166_clip_high_missing_flag,0.0,False
V166_missing_flag,0.0,False
V167_isna_missing_flag,0.0,False
V167_clip_low_missing_flag,0.0,False
V167_clip_high_missing_flag,0.0,False
V167_missing_flag,0.0,False
V168_isna_missing_flag,0.0,False
V168_clip_low_missing_flag,0.0,False
V168_clip_high_missing_flag,0.0,False
V168_missing_flag,0.0,False
V169_isna_missing_flag,0.0,False
V169_clip_low_missing_flag,0.0,False
V169_clip_high_missing_flag,0.0,False
V169_missing_flag,0.0,False
V170_isna_missing_flag,0.0,False
V170_clip_low_missing_flag,0.0,False
V170_clip_high_missing_flag,0.0,False
V170_missing_flag,0.0,False
V171_isna_missing_flag,0.0,False
V171_clip_low_missing_flag,0.0,False
V171_clip_high_missing_flag,0.0,False
V171_missing_flag,0.0,False
V172_isna_missing_flag,0.0,False
V172_clip_low_missing_flag,0.0,False
V172_clip_high_missing_flag,0.0,False
V172_missing_flag,0.0,False
V173_isna_missing_flag,0.0,False
V173_clip_low_missing_flag,0.0,False
V173_clip_high_missing_flag,0.0,False
V173_missing_flag,0.0,False
V174_isna_missing_flag,0.0,False
V174_clip_low_missing_flag,0.0,False
V174_clip_high_missing_flag,0.0,False
V174_missing_flag,0.0,False
V175_isna_missing_flag,0.0,False
V175_clip_low_missing_flag,0.0,False
V175_clip_high_missing_flag,0.0,False
V175_missing_flag,0.0,False
V176_isna_missing_flag,0.0,False
V176_clip_low_missing_flag,0.0,False
V176_clip_high_missing_flag,0.0,False
V176_missing_flag,0.0,False
V177_isna_missing_flag,0.0,False
V177_clip_low_missing_flag,0.0,False
V177_clip_high_missing_flag,0.0,False
V177_missing_flag,0.0,False
V178_isna_missing_flag,0.0,False
V178_clip_low_missing_flag,0.0,False
V178_clip_high_missing_flag,0.0,False
V178_missing_flag,0.0,False
V179_isna_missing_flag,0.0,False
V179_clip_low_missing_flag,0.0,False
V179_clip_high_missing_flag,0.0,False
V179_missing_flag,0.0,False
V180_isna_missing_flag,0.0,False
V180_clip_low_missing_flag,0.0,False
V180_clip_high_missing_flag,0.0,False
V180_missing_flag,0.0,False
V181_isna_missing_flag,0.0,False
V181_clip_low_missing_flag,0.0,False
V181_clip_high_missing_flag,0.0,False
V181_missing_flag,0.0,False
V182_isna_missing_flag,0.0,False
V182_clip_low_missing_flag,0.0,False
V182_clip_high_missing_flag,0.0,False
V182_missing_flag,0.0,False
V183_isna_missing_flag,0.0,False
V183_clip_low_missing_flag,0.0,False
V183_clip_high_missing_flag,0.0,False
V183_missing_flag,0.0,False
V184_isna_missing_flag,0.0,False
V184_clip_low_missing_flag,0.0,False
V184_clip_high_missing_flag,0.0,False
V184_missing_flag,0.0,False
V185_isna_missing_flag,0.0,False
V185_clip_low_missing_flag,0.0,False
V185_clip_high_missing_flag,0.0,False
V185_missing_flag,0.0,False
V186_isna_missing_flag,0.0,False
V186_clip_low_missing_flag,0.0,False
V186_clip_high_missing_flag,0.0,False
V186_missing_flag,0.0,False
V187_isna_missing_flag,0.0,False
V187_clip_low_missing_flag,0.0,False
V187_clip_high_missing_flag,0.0,False
V187_missing_flag,0.0,False
V188_isna_missing_flag,0.0,False
V188_clip_low_missing_flag,0.0,False
V188_clip_high_missing_flag,0.0,False
V188_missing_flag,0.0,False
V189_isna_missing_flag,0.0,False
V189_clip_low_missing_flag,0.0,False
V189_clip_high_missing_flag,0.0,False
V189_missing_flag,0.0,False
V190_isna_missing_flag,0.0,False
V190_clip_low_missing_flag,0.0,False
V190_clip_high_missing_flag,0.0,False
V190_missing_flag,0.0,False
V191_isna_missing_flag,0.0,False
V191_clip_low_missing_flag,0.0,False
V191_clip_high_missing_flag,0.0,False
V191_missing_flag,0.0,False
V192_isna_missing_flag,0.0,False
V192_clip_low_missing_flag,0.0,False
V192_clip_high_missing_flag,0.0,False
V192_missing_flag,0.0,False
V193_isna_missing_flag,0.0,False
V193_clip_low_missing_flag,0.0,False
V193_clip_high_missing_flag,0.0,False
V193_missing_flag,0.0,False
V194_isna_missing_flag,0.0,False
V194_clip_low_missing_flag,0.0,False
V194_clip_high_missing_flag,0.0,False
V194_missing_flag,0.0,False
V195_isna_missing_flag,0.0,False
V195_clip_low_missing_flag,0.0,False
V195_clip_high_missing_flag,0.0,False
V195_missing_flag,0.0,False
V196_isna_missing_flag,0.0,False
V196_clip_low_missing_flag,0.0,False
V196_clip_high_missing_flag,0.0,False
V196_missing_flag,0.0,False
V197_isna_missing_flag,0.0,False
V197_clip_low_missing_flag,0.0,False
V197_clip_high_missing_flag,0.0,False
V197_missing_flag,0.0,False
V198_isna_missing_flag,0.0,False
V198_clip_low_missing_flag,0.0,False
V198_clip_high_missing_flag,0.0,False
V198_missing_flag,0.0,False
V199_isna_missing_flag,0.0,False
V199_clip_low_missing_flag,0.0,False
V199_clip_high_missing_flag,0.0,False
V199_missing_flag,0.0,False
V200_isna_missing_flag,0.0,False
V200_clip_low_missing_flag,0.0,False
V200_clip_high_missing_flag,0.0,False
V200_missing_flag,0.0,False
V201_isna_missing_flag,0.0,False
V201_clip_low_missing_flag,0.0,False
V201_clip_high_missing_flag,0.0,False
V201_missing_flag,0.0,False
V202_isna_missing_flag,0.0,False
V202_clip_low_missing_flag,0.0,False
V202_clip_high_missing_flag,0.0,False
V202_missing_flag,0.0,False
V203_isna_missing_flag,0.0,False
V203_clip_low_missing_flag,0.0,False
V203_clip_high_missing_flag,0.0,False
V203_missing_flag,0.0,False
V204_isna_missing_flag,0.0,False
V204_clip_low_missing_flag,0.0,False
V204_clip_high_missing_flag,0.0,False
V204_missing_flag,0.0,False
V205_isna_missing_flag,0.0,False
V205_clip_low_missing_flag,0.0,False
V205_clip_high_missing_flag,0.0,False
V205_missing_flag,0.0,False
V206_isna_missing_flag,0.0,False
V206_clip_low_missing_flag,0.0,False
V206_clip_high_missing_flag,0.0,False
V206_missing_flag,0.0,False
V207_isna_missing_flag,0.0,False
V207_clip_low_missing_flag,0.0,False
V207_clip_high_missing_flag,0.0,False
V207_missing_flag,0.0,False
V208_isna_missing_flag,0.0,False
V208_clip_low_missing_flag,0.0,False
V208_clip_high_missing_flag,0.0,False
V208_missing_flag,0.0,False
V209_isna_missing_flag,0.0,False
V209_clip_low_missing_flag,0.0,False
V209_clip_high_missing_flag,0.0,False
V209_missing_flag,0.0,False
V210_isna_missing_flag,0.0,False
V210_clip_low_missing_flag,0.0,False
V210_clip_high_missing_flag,0.0,False
V210_missing_flag,0.0,False
V211_isna_missing_flag,0.0,False
V211_clip_low_missing_flag,0.0,False
V211_clip_high_missing_flag,0.0,False
V211_missing_flag,0.0,False
V212_isna_missing_flag,0.0,False
V212_clip_low_missing_flag,0.0,False
V212_clip_high_missing_flag,0.0,False
V212_missing_flag,0.0,False
V213_isna_missing_flag,0.0,False
V213_clip_low_missing_flag,0.0,False
V213_clip_high_missing_flag,0.0,False
V213_missing_flag,0.0,False
V214_isna_missing_flag,0.0,False
V214_clip_low_missing_flag,0.0,False
V214_clip_high_missing_flag,0.0,False
V214_missing_flag,0.0,False
V215_isna_missing_flag,0.0,False
V215_clip_low_missing_flag,0.0,False
V215_clip_high_missing_flag,0.0,False
V215_missing_flag,0.0,False
V216_isna_missing_flag,0.0,False
V216_clip_low_missing_flag,0.0,False
V216_clip_high_missing_flag,0.0,False
V216_missing_flag,0.0,False
V217_isna_missing_flag,0.0,False
V217_clip_low_missing_flag,0.0,False
V217_clip_high_missing_flag,0.0,False
V217_missing_flag,0.0,False
V218_isna_missing_flag,0.0,False
V218_clip_low_missing_flag,0.0,False
V218_clip_high_missing_flag,0.0,False
V218_missing_flag,0.0,False
V219_isna_missing_flag,0.0,False
V219_clip_low_missing_flag,0.0,False
V219_clip_high_missing_flag,0.0,False
V219_missing_flag,0.0,False
V220_isna_missing_flag,0.0,False
V220_clip_low_missing_flag,0.0,False
V220_clip_high_missing_flag,0.0,False
V220_missing_flag,0.0,False
V221_isna_missing_flag,0.0,False
V221_clip_low_missing_flag,0.0,False
V221_clip_high_missing_flag,0.0,False
V221_missing_flag,0.0,False
V222_isna_missing_flag,0.0,False
V222_clip_low_missing_flag,0.0,False
V222_clip_high_missing_flag,0.0,False
V222_missing_flag,0.0,False
V223_isna_missing_flag,0.0,False
V223_clip_low_missing_flag,0.0,False
V223_clip_high_missing_flag,0.0,False
V223_missing_flag,0.0,False
V224_isna_missing_flag,0.0,False
V224_clip_low_missing_flag,0.0,False
V224_clip_high_missing_flag,0.0,False
V224_missing_flag,0.0,False
V225_isna_missing_flag,0.0,False
V225_clip_low_missing_flag,0.0,False
V225_clip_high_missing_flag,0.0,False
V225_missing_flag,0.0,False
V226_isna_missing_flag,0.0,False
V226_clip_low_missing_flag,0.0,False
V226_clip_high_missing_flag,0.0,False
V226_missing_flag,0.0,False
V227_isna_missing_flag,0.0,False
V227_clip_low_missing_flag,0.0,False
V227_clip_high_missing_flag,0.0,False
V227_missing_flag,0.0,False
V228_isna_missing_flag,0.0,False
V228_clip_low_missing_flag,0.0,False
V228_clip_high_missing_flag,0.0,False
V228_missing_flag,0.0,False
V229_isna_missing_flag,0.0,False
V229_clip_low_missing_flag,0.0,False
V229_clip_high_missing_flag,0.0,False
V229_missing_flag,0.0,False
V230_isna_missing_flag,0.0,False
V230_clip_low_missing_flag,0.0,False
V230_clip_high_missing_flag,0.0,False
V230_missing_flag,0.0,False
V231_isna_missing_flag,0.0,False
V231_clip_low_missing_flag,0.0,False
V231_clip_high_missing_flag,0.0,False
V231_missing_flag,0.0,False
V232_isna_missing_flag,0.0,False
V232_clip_low_missing_flag,0.0,False
V232_clip_high_missing_flag,0.0,False
V232_missing_flag,0.0,False
V233_isna_missing_flag,0.0,False
V233_clip_low_missing_flag,0.0,False
V233_clip_high_missing_flag,0.0,False
V233_missing_flag,0.0,False
V234_isna_missing_flag,0.0,False
V234_clip_low_missing_flag,0.0,False
V234_clip_high_missing_flag,0.0,False
V234_missing_flag,0.0,False
V235_isna_missing_flag,0.0,False
V235_clip_low_missing_flag,0.0,False
V235_clip_high_missing_flag,0.0,False
V235_missing_flag,0.0,False
V236_isna_missing_flag,0.0,False
V236_clip_low_missing_flag,0.0,False
V236_clip_high_missing_flag,0.0,False
V236_missing_flag,0.0,False
V237_isna_missing_flag,0.0,False
V237_clip_low_missing_flag,0.0,False
V237_clip_high_missing_flag,0.0,False
V237_missing_flag,0.0,False
V238_isna_missing_flag,0.0,False
V238_clip_low_missing_flag,0.0,False
V238_clip_high_missing_flag,0.0,False
V238_missing_flag,0.0,False
V239_isna_missing_flag,0.0,False
V239_clip_low_missing_flag,0.0,False
V239_clip_high_missing_flag,0.0,False
V239_missing_flag,0.0,False
V240_isna_missing_flag,0.0,False
V240_clip_low_missing_flag,0.0,False
V240_clip_high_missing_flag,0.0,False
V240_missing_flag,0.0,False
V241_isna_missing_flag,0.0,False
V241_clip_low_missing_flag,0.0,False
V241_clip_high_missing_flag,0.0,False
V241_missing_flag,0.0,False
V242_isna_missing_flag,0.0,False
V242_clip_low_missing_flag,0.0,False
V242_clip_high_missing_flag,0.0,False
V242_missing_flag,0.0,False
V243_isna_missing_flag,0.0,False
V243_clip_low_missing_flag,0.0,False
V243_clip_high_missing_flag,0.0,False
V243_missing_flag,0.0,False
V244_isna_missing_flag,0.0,False
V244_clip_low_missing_flag,0.0,False
V244_clip_high_missing_flag,0.0,False
V244_missing_flag,0.0,False
V245_isna_missing_flag,0.0,False
V245_clip_low_missing_flag,0.0,False
V245_clip_high_missing_flag,0.0,False
V245_missing_flag,0.0,False
V246_isna_missing_flag,0.0,False
V246_clip_low_missing_flag,0.0,False
V246_clip_high_missing_flag,0.0,False
V246_missing_flag,0.0,False
V247_isna_missing_flag,0.0,False
V247_clip_low_missing_flag,0.0,False
V247_clip_high_missing_flag,0.0,False
V247_missing_flag,0.0,False
V248_isna_missing_flag,0.0,False
V248_clip_low_missing_flag,0.0,False
V248_clip_high_missing_flag,0.0,False
V248_missing_flag,0.0,False
V249_isna_missing_flag,0.0,False
V249_clip_low_missing_flag,0.0,False
V249_clip_high_missing_flag,0.0,False
V249_missing_flag,0.0,False
V250_isna_missing_flag,0.0,False
V250_clip_low_missing_flag,0.0,False
V250_clip_high_missing_flag,0.0,False
V250_missing_flag,0.0,False
V251_isna_missing_flag,0.0,False
V251_clip_low_missing_flag,0.0,False
V251_clip_high_missing_flag,0.0,False
V251_missing_flag,0.0,False
V252_isna_missing_flag,0.0,False
V252_clip_low_missing_flag,0.0,False
V252_clip_high_missing_flag,0.0,False
V252_missing_flag,0.0,False
V253_isna_missing_flag,0.0,False
V253_clip_low_missing_flag,0.0,False
